timestamp,test-class,test-method,time,description,result
2021-06-07 12:48:08.241,acme.testing.ManagerCreateTask,create,7518,"[1] title=Task 1, description=Description of the task 1, workload=20.00, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org",OK
2021-06-07 12:48:15.909,acme.testing.ManagerCreateTask,create,7480,"[2] title=Task 2, description=Description of the task 2, workload=30.00, start=2021/11/20 07:00, end=2022/11/24 07:00, link=http://example.org",OK
2021-06-07 12:48:23.555,acme.testing.ManagerCreateTask,create,7457,"[3] title=Task 3, description=Description of the task 3, workload=20.00, start=2021/08/23 06:00, end=2022/10/23 06:00, link=http://example.org",OK
2021-06-07 12:48:31.222,acme.testing.ManagerCreateTask,create,7481,"[4] title=Task 4, description=Description of the task 4, workload=20.00, start=2021/07/21 04:00, end=2022/07/26 08:00, link=null",OK
2021-06-07 12:48:38.864,acme.testing.ManagerCreateTask,create,7452,"[5] title=Task 5, description=Description of the task 5, workload=20.00, start=2021/08/12 12:00, end=2022/08/12 12:00, link=http://example.org",OK
2021-06-07 12:49:15.489,acme.testing.ManagerCreateTask,create,36439,"[6] title=Task 6, description=Description of the task 6, workload=20.00, start=2021/10/16 11:00, end=2022/10/18 10:00, link=http://example.org",Timeout waiting for action to complete
2021-06-07 12:49:26.073,acme.testing.ManagerCreateTask,create,10119,"[7] title=Task 7, description=Description of the task 7, workload=20.00, start=2021/09/18 08:00, end=2022/09/15 11:00, link=null",OK
2021-06-07 12:50:29.565,acme.testing.ManagerCreateTask,createNegative,62997,"[1] title=, description=Description of the task 1, workload=20.00, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li[a[normalize-space()='Manager']]/div[contains(@class, 'dropdown-menu')]/a[normalize-space()='Create Task']'
2021-06-07 12:51:33.101,acme.testing.ManagerCreateTask,createNegative,63068,"[2] title=Task 1, description=null, workload=20.00, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li[a[normalize-space()='Manager']]/div[contains(@class, 'dropdown-menu')]/a[normalize-space()='Create Task']'
2021-06-07 12:52:36.61,acme.testing.ManagerCreateTask,createNegative,63010,"[3] title=Task 1, description=Description of the task 1, workload=null, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li[a[normalize-space()='Manager']]/div[contains(@class, 'dropdown-menu')]/a[normalize-space()='Create Task']'
2021-06-07 12:53:40.059,acme.testing.ManagerCreateTask,createNegative,62992,"[4] title=Task 1, description=Description of the task 1, workload=20.00, start=null, end=2022/10/24 06:00, link=http://example.org",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li[a[normalize-space()='Manager']]/div[contains(@class, 'dropdown-menu')]/a[normalize-space()='Create Task']'
2021-06-07 12:53:46.892,acme.testing.ManagerCreateTask,createNegative,6335,"[5] title=Task 1, description=Description of the task 1, workload=20.00, start=2021/10/23 06:00, end=null, link=http://example.org",OK
2021-06-07 12:53:53.096,acme.testing.ManagerCreateTask,createNegative,5695,"[6] title=Task 1, description=Description of the task 1, workload=20.00, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org",The system doesn't navigate from '/master/welcome' to '/manager/task/create'
2021-06-07 12:53:59.831,acme.testing.ManagerCreateTask,createNegative,6254,"[7] title=Task 1, description=Description of the task 1, workload=-1, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org",OK
2021-06-07 12:54:06.696,acme.testing.ManagerCreateTask,createNegative,6389,"[8] title=Task 1, description=Description of the task 1, workload=20.00, start=2021/10/23 06:00, end=2020/10/24 06:00, link=http://example.org",OK
2021-06-07 12:54:13.578,acme.testing.ManagerCreateTask,createNegative,6351,"[9] title=Task 1, description=Description of the task 1, workload=20.00, start=2021/10/23 06:00, end=2022/10/24 06:00, link=description1",OK
2021-06-07 12:54:20.35,acme.testing.ManagerCreateTask,createNegative,6321,"[10] title=Sex, description=Description of the task 1, workload=20.00, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org",OK
2021-06-07 12:54:27.182,acme.testing.ManagerCreateTask,createNegative,6354,"[11] title=Task 1, description=Sex, workload=20.00, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org",OK
2021-06-07 12:54:33.318,acme.testing.ManagerCreateTask,createNegative,5656,"[12] title=Task 1, description=Description of the task 1, workload=20.00, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org",The system doesn't navigate from '/master/welcome' to '/manager/task/create'
