timestamp,test-class,test-method,time,description,result
2021-09-09 12:03:00.755,acme.testing.ManagDeleteTaskTest,deleteTasksNegativemanag,19,"[1] recordIndex=0, title=Work, description=Percentaje of the tasks which had to wait for resources, periodInitial=2.40, periodFinal=2021/12/15 00:00, workloadInHours=2021/12/16 03:00, link=null",No ParameterResolver registered for parameter [final java.lang.Boolean isPublic] in method [public void acme.testing.ManagDeleteTaskTest.deleteTasksNegativemanag(int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Boolean)].
