timestamp,test-class,test-method,time,description,result
2021-06-07 13:26:44.727,acme.testing.AdministratorThresholdTest,updateThresholdNegative,64584,"[1] length=10, title=Task 1 sex, description=Description of the task 1 nigeria, workload=20.00, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li[a[normalize-space()='Manager']]/div[contains(@class, 'dropdown-menu')]/a[normalize-space()='Create Task']'
2021-06-07 13:27:20.329,acme.testing.AdministratorThresholdTest,updateThresholdNegative,35133,"[2] length=10, title=Task 2 pornografia, description=Description of the task 2 pornografia, workload=30.00, start=2021/11/20 07:00, end=2022/11/24 07:00, link=http://example.org",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li[a[normalize-space()='Account']]/div[contains(@class, 'dropdown-menu')]/a[normalize-space()='Become a manager']'
2021-06-07 13:27:55.861,acme.testing.AdministratorThresholdTest,updateThresholdNegative,35062,"[3] length=10, title=Task 3 viagra, description=Description of the task 3 sex, workload=20.00, start=2021/08/23 06:00, end=2022/10/23 06:00, link=http://example.org",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li[a[normalize-space()='Account']]/div[contains(@class, 'dropdown-menu')]/a[normalize-space()='Become a manager']'
2021-06-07 13:28:31.419,acme.testing.AdministratorThresholdTest,updateThresholdNegative,35103,"[4] length=10, title=Task 4 duro, description=Description of the task 4 viagra, workload=20.00, start=2021/07/21 04:00, end=2022/07/26 08:00, link=",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li[a[normalize-space()='Account']]/div[contains(@class, 'dropdown-menu')]/a[normalize-space()='Become a manager']'
2021-06-07 13:29:37.721,acme.testing.AdministratorThresholdTest,updateThresholdNegative,65817,"[5] length=10, title=Task 5 cialis, description=Description of the task 5 cialis, workload=20.00, start=2021/08/12 12:00, end=2022/08/12 12:00, link=http://example.org",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li[a[normalize-space()='Manager']]/div[contains(@class, 'dropdown-menu')]/a[normalize-space()='Create Task']'
